Hilo productor 1 introduce el valor 8 en la posici贸n 1, Array = 8, Suma = 0
Hilo productor 2 introduce el valor 0 en la posici髇 9, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 0, Suma = 20
Hilo consumidor saca el valor 0 de la posici髇 9, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1, Suma = 20
Hilo productor 1 introduce el valor 4 en la posici髇 9, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 20
Hilo productor 1 introduce el valor 8 en la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4 - 8, Suma = 20
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 28
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4 - 8, Suma = 28
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 36
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4 - 9, Suma = 36
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 45
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4 - 9, Suma = 45
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 54
Hilo productor 1 introduce el valor 7 en la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4 - 7, Suma = 54
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 61
Hilo productor 2 introduce el valor 2 en la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4 - 2, Suma = 61
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 63
Hilo productor 1 introduce el valor 6 en la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4 - 6, Suma = 63
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 69
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4 - 9, Suma = 69
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 78
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4 - 5, Suma = 78
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 83
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4 - 8, Suma = 83
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 91
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4 - 9, Suma = 91
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 100
Suma m醲ima alcanzada: 100, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4, Suma = 100
Hilo productor 2 introduce el valor 4 en la posici髇 10, Array = 8 - 2 - 10 - 4 - 10 - 1 - 9 - 1 - 4 - 4, Suma = 100
Hilo productor 1 introduce el valor 3 en la posici髇 1, Array = 3, Suma = 0
Hilo consumidor saca el valor 3 de la posici髇 1, Array = , Suma = 3
Hilo productor 2 introduce el valor 3 en la posici髇 1, Array = 3, Suma = 3
Hilo productor 1 introduce el valor 2 en la posici髇 2, Array = 3 - 2, Suma = 3
Hilo productor 2 introduce el valor 9 en la posici髇 3, Array = 3 - 2 - 9, Suma = 3
Hilo consumidor saca el valor 9 de la posici髇 3, Array = 3 - 2, Suma = 12
Hilo productor 1 introduce el valor 9 en la posici髇 3, Array = 3 - 2 - 9, Suma = 12
Hilo productor 2 introduce el valor 7 en la posici髇 4, Array = 3 - 2 - 9 - 7, Suma = 12
Hilo consumidor saca el valor 7 de la posici髇 4, Array = 3 - 2 - 9, Suma = 19
Hilo productor 1 introduce el valor 5 en la posici髇 4, Array = 3 - 2 - 9 - 5, Suma = 19
Hilo productor 2 introduce el valor 8 en la posici髇 5, Array = 3 - 2 - 9 - 5 - 8, Suma = 19
Hilo productor 2 introduce el valor 6 en la posici髇 6, Array = 3 - 2 - 9 - 5 - 8 - 6, Suma = 19
Hilo productor 1 introduce el valor 1 en la posici髇 7, Array = 3 - 2 - 9 - 5 - 8 - 6 - 1, Suma = 19
Hilo consumidor saca el valor 1 de la posici髇 7, Array = 3 - 2 - 9 - 5 - 8 - 6, Suma = 20
Hilo productor 2 introduce el valor 2 en la posici髇 7, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2, Suma = 20
Hilo productor 1 introduce el valor 9 en la posici髇 8, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 9, Suma = 20
Hilo consumidor saca el valor 9 de la posici髇 8, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2, Suma = 29
Hilo productor 2 introduce el valor 0 en la posici髇 8, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0, Suma = 29
Hilo productor 1 introduce el valor 5 en la posici髇 9, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 29
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 8, Suma = 29
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 37
Hilo productor 1 introduce el valor 10 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 10, Suma = 37
Hilo consumidor saca el valor 10 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 47
Hilo productor 2 introduce el valor 10 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 10, Suma = 47
Hilo consumidor saca el valor 10 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 57
Hilo productor 1 introduce el valor 4 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 4, Suma = 57
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 61
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 5, Suma = 61
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 66
Hilo productor 1 introduce el valor 2 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 2, Suma = 66
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 68
Hilo productor 2 introduce el valor 4 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 4, Suma = 68
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 72
Hilo productor 1 introduce el valor 2 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 2, Suma = 72
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 74
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 9, Suma = 74
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 83
Hilo productor 1 introduce el valor 1 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 1, Suma = 83
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 84
Hilo productor 2 introduce el valor 3 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 3, Suma = 84
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 87
Hilo productor 1 introduce el valor 1 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 1, Suma = 87
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 88
Hilo productor 2 introduce el valor 0 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 0, Suma = 88
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 88
Hilo productor 1 introduce el valor 4 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 4, Suma = 88
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 92
Hilo productor 2 introduce el valor 0 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 0, Suma = 92
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 92
Hilo productor 1 introduce el valor 4 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 4, Suma = 92
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 96
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5 - 5, Suma = 96
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 101
Suma m醲ima alcanzada: 101, Array = 3 - 2 - 9 - 5 - 8 - 6 - 2 - 0 - 5, Suma = 101
Hilo productor 1 introduce el valor 6 en la posici髇 1, Array = 6, Suma = 0
Hilo consumidor saca el valor 6 de la posici髇 1, Array = , Suma = 6
Hilo productor 2 introduce el valor 1 en la posici髇 1, Array = 1, Suma = 6
Hilo productor 1 introduce el valor 2 en la posici髇 2, Array = 1 - 2, Suma = 6
Hilo productor 2 introduce el valor 4 en la posici髇 3, Array = 1 - 2 - 4, Suma = 6
Hilo consumidor saca el valor 4 de la posici髇 3, Array = 1 - 2, Suma = 10
Hilo productor 1 introduce el valor 7 en la posici髇 3, Array = 1 - 2 - 7, Suma = 10
Hilo productor 2 introduce el valor 5 en la posici髇 4, Array = 1 - 2 - 7 - 5, Suma = 10
Hilo productor 1 introduce el valor 4 en la posici髇 5, Array = 1 - 2 - 7 - 5 - 4, Suma = 10
Hilo consumidor saca el valor 4 de la posici髇 5, Array = 1 - 2 - 7 - 5, Suma = 14
Hilo productor 2 introduce el valor 7 en la posici髇 5, Array = 1 - 2 - 7 - 5 - 7, Suma = 14
Hilo productor 1 introduce el valor 1 en la posici髇 6, Array = 1 - 2 - 7 - 5 - 7 - 1, Suma = 14
Hilo productor 2 introduce el valor 4 en la posici髇 7, Array = 1 - 2 - 7 - 5 - 7 - 1 - 4, Suma = 14
Hilo consumidor saca el valor 4 de la posici髇 7, Array = 1 - 2 - 7 - 5 - 7 - 1, Suma = 18
Hilo productor 1 introduce el valor 3 en la posici髇 7, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3, Suma = 18
Hilo productor 2 introduce el valor 10 en la posici髇 8, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10, Suma = 18
Hilo productor 1 introduce el valor 0 en la posici髇 9, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 0, Suma = 18
Hilo consumidor saca el valor 0 de la posici髇 9, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10, Suma = 18
Hilo productor 2 introduce el valor 9 en la posici髇 9, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 18
Hilo productor 1 introduce el valor 0 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 0, Suma = 18
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 18
Hilo productor 2 introduce el valor 4 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 4, Suma = 18
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 22
Hilo productor 1 introduce el valor 4 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 4, Suma = 22
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 26
Hilo productor 2 introduce el valor 10 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 10, Suma = 26
Hilo consumidor saca el valor 10 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 36
Hilo productor 1 introduce el valor 1 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 1, Suma = 36
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 37
Hilo productor 2 introduce el valor 4 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 4, Suma = 37
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 41
Hilo productor 1 introduce el valor 0 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 0, Suma = 41
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 41
Hilo productor 2 introduce el valor 1 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 1, Suma = 41
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 42
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 5, Suma = 42
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 47
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 8, Suma = 47
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 55
Hilo productor 1 introduce el valor 6 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 6, Suma = 55
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 61
Hilo productor 2 introduce el valor 6 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 6, Suma = 61
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 67
Hilo productor 1 introduce el valor 0 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 0, Suma = 67
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 67
Hilo productor 2 introduce el valor 6 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 6, Suma = 67
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 73
Hilo productor 1 introduce el valor 1 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 1, Suma = 73
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 74
Hilo productor 2 introduce el valor 6 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 6, Suma = 74
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 80
Hilo productor 1 introduce el valor 4 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 4, Suma = 80
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 84
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 5, Suma = 84
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 89
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 5, Suma = 89
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 94
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9 - 8, Suma = 94
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 102
Suma m醲ima alcanzada: 102, Array = 1 - 2 - 7 - 5 - 7 - 1 - 3 - 10 - 9, Suma = 102
Hilo productor 1 introduce el valor 3 en la posici髇 1, Array = 3, Suma = 0
Hilo consumidor saca el valor 3 de la posici髇 1, Array = , Suma = 3
Hilo productor 2 introduce el valor 10 en la posici髇 1, Array = 10, Suma = 3
Hilo productor 1 introduce el valor 5 en la posici髇 2, Array = 10 - 5, Suma = 3
Hilo productor 2 introduce el valor 2 en la posici髇 3, Array = 10 - 5 - 2, Suma = 3
Hilo consumidor saca el valor 2 de la posici髇 3, Array = 10 - 5, Suma = 5
Hilo productor 1 introduce el valor 9 en la posici髇 3, Array = 10 - 5 - 9, Suma = 5
Hilo productor 2 introduce el valor 1 en la posici髇 4, Array = 10 - 5 - 9 - 1, Suma = 5
Hilo consumidor saca el valor 1 de la posici髇 4, Array = 10 - 5 - 9, Suma = 6
Hilo productor 1 introduce el valor 10 en la posici髇 4, Array = 10 - 5 - 9 - 10, Suma = 6
Hilo productor 2 introduce el valor 6 en la posici髇 5, Array = 10 - 5 - 9 - 10 - 6, Suma = 6
Hilo productor 1 introduce el valor 9 en la posici髇 6, Array = 10 - 5 - 9 - 10 - 6 - 9, Suma = 6
Hilo productor 2 introduce el valor 4 en la posici髇 7, Array = 10 - 5 - 9 - 10 - 6 - 9 - 4, Suma = 6
Hilo consumidor saca el valor 4 de la posici髇 7, Array = 10 - 5 - 9 - 10 - 6 - 9, Suma = 10
Hilo productor 1 introduce el valor 2 en la posici髇 7, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2, Suma = 10
Hilo productor 2 introduce el valor 6 en la posici髇 8, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 6, Suma = 10
Hilo consumidor saca el valor 6 de la posici髇 8, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2, Suma = 16
Hilo productor 1 introduce el valor 9 en la posici髇 8, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9, Suma = 16
Hilo productor 2 introduce el valor 0 en la posici髇 9, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 16
Hilo productor 1 introduce el valor 7 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 7, Suma = 16
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 23
Hilo productor 2 introduce el valor 2 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 2, Suma = 23
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 25
Hilo productor 1 introduce el valor 7 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 7, Suma = 25
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 32
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 8, Suma = 32
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 40
Hilo productor 1 introduce el valor 4 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 4, Suma = 40
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 44
Hilo productor 2 introduce el valor 6 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 6, Suma = 44
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 50
Hilo productor 1 introduce el valor 3 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 3, Suma = 50
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 53
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 5, Suma = 53
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 58
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 9, Suma = 58
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 67
Hilo productor 2 introduce el valor 2 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 2, Suma = 67
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 69
Hilo productor 1 introduce el valor 1 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 1, Suma = 69
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 70
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 8, Suma = 70
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 78
Hilo productor 1 introduce el valor 1 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 1, Suma = 78
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 79
Hilo productor 2 introduce el valor 2 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 2, Suma = 79
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 81
Hilo productor 1 introduce el valor 1 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 1, Suma = 81
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 82
Hilo productor 2 introduce el valor 4 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 4, Suma = 82
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 86
Hilo productor 1 introduce el valor 8 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 8, Suma = 86
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 94
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0 - 9, Suma = 94
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 103
Suma m醲ima alcanzada: 103, Array = 10 - 5 - 9 - 10 - 6 - 9 - 2 - 9 - 0, Suma = 103
Hilo productor 1 introduce el valor 7 en la posici髇 1, Array = 7, Suma = 0
Hilo consumidor saca el valor 7 de la posici髇 1, Array = , Suma = 7
Hilo productor 2 introduce el valor 10 en la posici髇 1, Array = 10, Suma = 7
Hilo productor 1 introduce el valor 1 en la posici髇 2, Array = 10 - 1, Suma = 7
Hilo productor 2 introduce el valor 10 en la posici髇 3, Array = 10 - 1 - 10, Suma = 7
Hilo consumidor saca el valor 10 de la posici髇 3, Array = 10 - 1, Suma = 17
Hilo productor 1 introduce el valor 8 en la posici髇 3, Array = 10 - 1 - 8, Suma = 17
Hilo productor 2 introduce el valor 3 en la posici髇 4, Array = 10 - 1 - 8 - 3, Suma = 17
Hilo consumidor saca el valor 3 de la posici髇 4, Array = 10 - 1 - 8, Suma = 20
Hilo productor 2 introduce el valor 8 en la posici髇 4, Array = 10 - 1 - 8 - 8, Suma = 20
Hilo productor 1 introduce el valor 0 en la posici髇 5, Array = 10 - 1 - 8 - 8 - 0, Suma = 20
Hilo productor 2 introduce el valor 1 en la posici髇 6, Array = 10 - 1 - 8 - 8 - 0 - 1, Suma = 20
Hilo productor 1 introduce el valor 3 en la posici髇 7, Array = 10 - 1 - 8 - 8 - 0 - 1 - 3, Suma = 20
Hilo consumidor saca el valor 3 de la posici髇 7, Array = 10 - 1 - 8 - 8 - 0 - 1, Suma = 23
